STOCKNAME,PSMAR5,PSMAR20,PSMAR60,VSMAR5,VSMAR20,VSMAR60
KBSTAR Fn K-뉴딜디지털플러스,-0.008,-0.05,-0.015,-0.092,-0.56,-0.89
KINDEX Fn K-뉴딜디지털플러스,-0.008,-0.051,-0.015,-0.79,-0.915,-0.945
KBSTAR 미국나스닥100,-0.029,-0.061,-0.026,-0.449,-0.317,-0.068
KODEX Fn K-뉴딜디지털플러스,-0.01,-0.051,-0.015,-0.08,-0.183,0.405
한국9호스팩,0.001,0.001,,-0.096,-0.668,
대신밸런스제9호스팩,0.0,-0.001,,-0.556,-0.691,
KINDEX 블룸버그베트남VN30선물레버리지(H),-0.011,0.013,0.037,-0.414,-0.722,-0.772
KBSTAR 차이나항셍테크,-0.038,-0.11,,0.102,-0.658,
TIGER 차이나항셍테크,-0.037,-0.108,,0.082,-0.286,
TIGER 글로벌클라우드컴퓨팅INDXX,-0.047,-0.107,,-0.002,-0.374,
TIGER 차이나전기차SOLACTIVE,-0.023,-0.122,,-0.142,-0.296,
TIGER 차이나바이오테크SOLACTIVE,-0.036,-0.116,,-0.135,-0.542,
KINDEX 차이나항셍테크,-0.034,-0.106,,0.887,-0.158,
KODEX 차이나항셍테크,-0.036,-0.107,,0.089,-0.261,
IBKS제15호스팩,,,,,,
KODEX K-이노베이션액티브,-0.008,-0.03,,0.642,-0.43,
ARIRANG 신흥국MSCI인버스(합성 H),0.002,0.029,,-0.501,0.731,
KOSEF 미국방어배당성장나스닥,-0.015,-0.027,,-0.966,-0.898,
KBSTAR 글로벌데이터센터리츠나스닥(합성),-0.031,-0.073,,-0.206,-0.884,
DL이앤씨,-0.008,-0.042,,-0.376,-0.372,
DL이앤씨우,-0.016,-0.067,,-0.603,-0.44,
HANARO 탄소효율그린뉴딜,-0.004,,,3.501,,
KODEX 탄소효율그린뉴딜,-0.005,,,-0.305,,
ARIRANG 탄소효율그린뉴딜,-0.008,,,-0.569,,
TIGER 탄소효율그린뉴딜,-0.005,,,-0.593,,
신한 레버리지 천연가스 선물 ETN,-0.036,-0.089,0.037,0.608,0.142,-0.352
신한 인버스 2X 천연가스 선물 ETN,0.037,0.099,-0.124,0.39,-0.067,0.54
신한 인버스 Russell 2000 ETN,0.027,0.049,-0.015,-0.867,-0.805,-0.605
신한 레버리지 Russell 2000 ETN,-0.058,-0.081,0.047,-0.071,0.906,1.717
신한 인버스 2X Russell 2000 ETN,0.056,0.084,-0.061,-0.326,-0.412,0.132
미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,-0.014,-0.035,,-0.087,0.013,
삼성 코스피 풋매도 4% OTM ETN,0.004,0.006,0.019,-1.0,-1.0,-1.0
삼성 KRX 금현물 ETN,-0.014,-0.035,-0.052,-0.686,-0.624,-0.831
삼성 레버리지 천연가스 선물 ETN B,-0.037,-0.089,0.037,0.61,0.948,-0.197
삼성 인버스 2X 천연가스 선물 ETN B,0.038,0.099,-0.124,-0.109,-0.412,0.062
삼성 레버리지 나스닥 100 ETN(H),-0.064,-0.141,,1.024,3.614,
삼성 인버스 2X 나스닥 100 ETN(H),0.061,0.143,,0.116,0.081,
QV iSelect 글로벌 EMP ETN(H),-0.008,-0.016,,,-1.0,
TRUE 레버리지 천연가스 선물 ETN(H),-0.039,-0.1,0.017,0.214,-0.274,-0.456
TRUE 인버스 2X 천연가스 선물 ETN(H),0.036,0.09,-0.142,-0.317,-0.432,-0.073
TRUE FTSE100 ETN,0.0,0.011,0.036,-0.425,-0.026,0.811
TRUE 유로스탁스50 양매도 5% OTM ETN(H),0.001,0.002,0.011,-1.0,-1.0,-1.0
TRUE S&P500 양매도 4% OTM ETN(H),-0.002,0.001,0.012,-1.0,-1.0,-1.0
TRUE S&P500 선물 ETN,-0.002,-0.008,0.026,-1.0,-1.0,-1.0
TRUE 나스닥 100 ETN,-0.03,-0.061,-0.026,0.568,-0.498,-0.324
TRUE 플래티넘 선물 ETN,-0.043,,,2.081,,
TRUE 인버스 플래티넘 선물 ETN,0.016,,,-1.0,,
KB FnGuide 언택트 ETN,-0.017,-0.038,0.029,-0.762,-0.873,-0.957
KB KRX300 ETN,0.0,-0.014,0.016,-1.0,-1.0,-1.0
KB KRX ESG Eco ETN,0.002,-0.016,0.014,2.068,1.063,-0.98
KB 인버스 2X 나스닥 100 ETN,0.059,0.152,,-0.502,-0.075,
KB 레버리지 나스닥 100 ETN,-0.061,-0.131,,1.073,3.521,
하나 KRX300 ETN,0.003,-0.007,,-1.0,-1.0,
하나 KRX BBIG K-뉴딜 ETN,-0.013,-0.076,,-0.651,-0.912,
글로벌에스엠,0.062,0.16,0.57,-0.571,-0.291,-0.033
에스앤씨엔진그룹,0.0,0.0,0.0,,,
뉴프라이드,0.0,0.0,0.0,,,
이스트아시아홀딩스,-0.015,-0.023,-0.103,-0.432,-0.608,-0.414
씨케이에이치,-0.079,-0.187,-0.246,-0.502,0.095,0.007
엘브이엠씨홀딩스,0.008,0.011,0.042,-0.216,-0.381,-0.516
크리스탈신소재,0.0,-0.022,-0.003,-0.392,-0.791,-0.628
로스웰,-0.007,0.05,0.088,-0.695,-0.835,-0.596
헝셩그룹,0.01,0.023,0.002,-0.345,-0.479,-0.313
골든센츄리,-0.026,0.179,0.406,-0.762,-0.73,-0.246
GRT,0.0,0.0,0.0,,,
오가닉티코스메틱,-0.007,0.007,0.091,-0.323,-0.805,-0.743
컬러레이,0.004,0.004,0.025,-0.32,-0.328,-0.57
윙입푸드,0.007,-0.013,-0.037,-0.37,-0.578,-0.622
SBI핀테크솔루션즈,0.001,-0.003,0.027,-0.255,-0.797,-0.478
엑세스바이오,-0.003,-0.102,-0.184,0.156,-0.248,-0.797
잉글우드랩,0.012,-0.005,0.081,-0.551,-0.523,-0.521
코오롱티슈진,0.0,0.0,0.0,,,
JTC,-0.003,0.05,0.017,-0.286,-0.024,-0.219
SNK,0.019,0.083,0.193,-0.381,-0.648,-0.782
미투젠,0.015,0.007,-0.034,-0.241,-0.524,-0.72
소마젠(Reg.S),-0.05,-0.016,-0.177,-0.419,-0.719,-0.841
프레스티지바이오파마,-0.103,,,-0.19,,
